Geneid,Chr,Start,End,Strand,Length
YBR192W,II,607652,608785,+,1134
YBR193C,II,609082,609753,-,672
YBR194W,II,610038,610409,+,372
YBR195C,II,610614,611882,-,1269
YBR196C,II,612236,613900,-,1665
YBR196C-A,II,614024,614173,-,150
YBR196C-B,II,614526,614630,-,105
YBR197C,II,615203,615856,-,654
YBR198C,II,616127,618523,-,2397
YBR199W,II,618909,620303,+,1395
YBR200W,II,620872,622527,+,1656
YBR200W-A,II,622983,623147,+,165
YBR201W,II,623576,624211,+,636
YBR201C-A,II,624493,624696,-,204
YBR202W,II,625772,628309,+,2538
YBR203W,II,629168,631942,+,2775
YBR204C,II,632254,633381,-,1128
YBR205W,II,633622,634836,+,1215
YBR206W,II,634601,634924,+,324
YBR207W,II,635146,636543,+,1398
YBR208C,II,636703,642210,-,5508
YBR209W,II,642583,642900,+,318
tC(GCA)B,II,643007,643078,-,72
tE(UUC)B,II,645167,645238,+,72
YBR210W,II,645550,645978,+,429
YBR211C,II,646158,647132,-,975
YBR212W,II,647886,649904,+,2019
YBR213W,II,650368,651192,+,825
YBR214W,II,651415,652998,+,1584
YBR215W,II;II,653356;653453,653368;655317,+;+,1878
YBR216C,II,655576,657600,-,2025
YBR217W,II,657832,658392,+,561
YBR218C,II,658707,662249,-,3543
YBR219C,II;II,662499;663003,662581;663303,-;-,384
YBR220C,II,662995,664677,-,1683
YBR221C,II,665153,666253,-,1101
YBR221W-A,II,666538,666642,+,105
YBR222C,II,666720,668351,-,1632
YBR223C,II,668663,670297,-,1635
YBR223W-A,II,668721,668840,+,120
YBR224W,II,670125,670640,+,516
YBR225W,II,670627,673329,+,2703
YBR226C,II,673155,673565,-,411
YBR227C,II,673572,675134,-,1563
YBR228W,II,675313,676227,+,915
YBR229C,II,676357,679221,-,2865
YBR230C,II;II,679549;680040,679942;680050,-;-,405
YBR230W-A,II,680362,680562,+,201
LSR1,II,680688,681862,-,1175
YBR231C,II,682179,683090,-,912
YBR232C,II,683373,683732,-,360
YBR233W,II,683428,684669,+,1242
YBR233W-A,II,684977,685261,+,285
YBR234C,II,685438,686592,-,1155
YBR235W,II,686901,690263,+,3363
YBR236C,II,690383,691693,-,1311
YBR237W,II,691969,694518,+,2550
YBR238C,II,695107,697302,-,2196
YBR239C,II,698354,699943,-,1590
YBR240C,II,700490,701842,-,1353
YBR241C,II,702589,704055,-,1467
YBR242W,II,704670,705386,+,717
YBR243C,II,705447,706793,-,1347
YBR244W,II,707528,708016,+,489
YBR245C,II,708150,711539,-,3390
YBR246W,II,711591,712754,+,1164
YBR247C,II,713004,714455,-,1452
YBR248C,II,714807,716465,-,1659
YBR249C,II,716882,717994,-,1113
YBR250W,II,719033,720604,+,1572
YBR251W,II,721390,722313,+,924
YBR252W,II,722611,723054,+,444
YBR253W,II,723270,723635,+,366
YBR254C,II,723736,724263,-,528
YBR255W,II,724456,726540,+,2085
YBR255C-A,II;II,726618;727012,726917;727074,-;-,363
YBR256C,II,727386,728102,-,717
YBR257W,II,728885,729724,+,840
YBR258C,II,729734,730162,-,429
YBR259W,II,730387,732453,+,2067
YBR260C,II,732639,734639,-,2001
YBR261C,II,734832,735530,-,699
YBR262C,II,735720,736040,-,321
YBR263W,II,736264,737736,+,1473
YBR264C,II,737770,738369,-,600
YBR265W,II,738582,739544,+,963
YBR267W,II,739841,741022,+,1182
YBR266C,II,739936,740388,-,453
YBR268W,II,741299,741616,+,318
YBR269C,II,742160,742576,-,417
YBR270C,II,742761,744398,-,1638
YBR271W,II,744852,746111,+,1260
YBR272C,II,746361,747803,-,1443
YBR273C,II,748061,749371,-,1311
YBR274W,II,749594,751177,+,1584
YBR275C,II,751356,757106,-,5751
YBR276C,II,757620,760043,-,2424
YBR277C,II,760215,760616,-,402
YBR278W,II,760294,760899,+,606
YBR279W,II,761257,762594,+,1338
YBR280C,II,762784,764697,-,1914
YBR281C,II,764970,767606,-,2637
YBR282W,II,768240,768680,+,441
YBR283C,II,768943,770415,-,1473
YBR284W,II,771239,773632,+,2394
YBR285W,II,773922,774356,+,435
YBR286W,II,774700,776313,+,1614
YBR287W,II,776571,777854,+,1284
YBR288C,II,778012,779463,-,1452
YBR289W,II,779667,782384,+,2718
YBR290W,II,782591,783556,+,966
YBR291C,II,783673,784572,-,900
YBR292C,II,784702,785073,-,372
YBR293W,II,787006,788430,+,1425
YBR294W,II,789235,791814,+,2580
YBR295W,II,792849,796499,+,3651
YBR296C,II,796798,798522,-,1725
YBR296C-A,II,800123,800242,-,120
YBR297W,II,800523,801929,+,1407
YBR298C,II,802631,804475,-,1845
YBR298C-A,II,805035,805256,-,222
YBR299W,II,805351,807105,+,1755
YBR300C,II,808600,809097,-,498
YBR301W,II,809057,809419,+,363
YBR302C,II,810340,811479,-,1140
YNL339C,XIV;XIV,371;6080,5931;6098,-;-,5580
YNL339W-B,XIV,734,1216,+,483
YNL339W-A,XIV,1517,2092,+,576
YNL338W,XIV,6561,6719,+,159
YNL337W,XIV,7165,7419,+,255
YNL336W,XIV,8330,9475,+,1146
YNL335W,XIV,11452,12129,+,678
YNL334C,XIV,12208,12876,-,669
YNL333W,XIV,13267,14163,+,897
YNL332W,XIV,14832,15854,+,1023
YNL331C,XIV,16118,17248,-,1131
YNL330C,XIV,18001,19302,-,1302
YNL329C,XIV,19541,22633,-,3093
YNL328C,XIV,22834,23274,-,441
YNL327W,XIV,24048,27173,+,3126
YNL326C,XIV,27337,28347,-,1011
YNL325C,XIV,28739,31378,-,2640
YNL324W,XIV,31050,31445,+,396
YNL323W,XIV,31944,33188,+,1245
YNL322C,XIV,33294,34235,-,942
YNL321W,XIV,34696,37422,+,2727
YNL320W,XIV,37700,38554,+,855
YNL319W,XIV,38642,39082,+,441
YNL318C,XIV,38707,40329,-,1623
YNL317W,XIV,40619,42016,+,1398
YNL316C,XIV,42071,43075,-,1005
YNL315C,XIV,43324,44280,-,957
YNL314W,XIV,44447,45214,+,768
YNL313C,XIV,45308,48022,-,2715
YNL312W,XIV;XIV,48287;48402,48293;49216,+;+,822
YNL311C,XIV,49397,51688,-,2292
YNL310C,XIV,51907,52431,-,525
YNL309W,XIV,52662,53924,+,1263
YNL308C,XIV,54122,55897,-,1776
YNL307C,XIV,56446,57573,-,1128
YNL306W,XIV,58155,58808,+,654
YNL305C,XIV,58898,59791,-,894
YNL304W,XIV,60297,61550,+,1254
YNL303W,XIV,61510,61857,+,348
YNL302C,XIV;XIV,61958;62924,62372;62943,-;-,435
YNL301C,XIV;XIV,63570;64451,64018;64562,-;-,561
YNL300W,XIV,65744,66052,+,309
YNL299W,XIV,66517,68445,+,1929
YNL298W,XIV,68915,71443,+,2529
YNL297C,XIV,71673,76583,-,4911
YNL296W,XIV,76273,76587,+,315
YNL295W,XIV,76946,78520,+,1575
YNL294C,XIV,78659,80260,-,1602
YNL293W,XIV,80640,82541,+,1902
YNL292W,XIV,82806,84017,+,1212
YNL291C,XIV,84169,85815,-,1647
YNL290W,XIV,86218,87240,+,1023
YNL289W,XIV,87897,88736,+,840
snR40,XIV,89210,89306,+,97
YNL288W,XIV,90303,91424,+,1122
YNL287W,XIV,91994,94801,+,2808
YNL286W,XIV,95223,96080,+,858
YNL285W,XIV,96173,96544,+,372
tG(UCC)N,XIV,96241,96312,-,72
YNL284C-B,XIV;XIV,96964;100928,100926;102232,-;-,5268
YNL284C-A,XIV,100910,102232,-,1323
tN(GUU)N1,XIV,102716,102789,+,74
YNL284C,XIV,103134,104102,-,969
tT(AGU)N1,XIV,104805,104877,+,73
YNL283C,XIV,105184,106695,-,1512
YNL282W,XIV,107687,108274,+,588
YNL281W,XIV,108467,108928,+,462
YNL280C,XIV,109095,110411,-,1317
YNL279W,XIV,110917,112902,+,1986
YNL278W,XIV,113271,116453,+,3183
YNL277W-A,XIV,116679,116867,+,189
YNL277W,XIV,117349,118809,+,1461
YNL276C,XIV,118431,118826,-,396
YNL275W,XIV,119268,120998,+,1731
YNL274C,XIV,121118,122170,-,1053
YNL273W,XIV,122883,126599,+,3717
YNL272C,XIV,126805,129084,-,2280
YNL271C,XIV,129522,135383,-,5862
YNL270C,XIV,135940,137661,-,1722
YNL269W,XIV,137699,138094,+,396
YNL268W,XIV,138550,140385,+,1836
YNL267W,XIV,140878,144078,+,3201
YNL266W,XIV,144245,144664,+,420
YNL265C,XIV;XIV,144280;145255,145149;145281,-;-,897
YNL264C,XIV,145563,146615,-,1053
YNL263C,XIV,146896,147840,-,945
YNL262W,XIV,148212,154880,+,6669
YNL261W,XIV,155100,156539,+,1440
YNL260C,XIV,156859,157455,-,597
YNL259C,XIV,157644,157865,-,222
YNL258C,XIV,158109,160373,-,2265
YNL257C,XIV,160631,164320,-,3690
YNL256W,XIV,164623,167097,+,2475
YNL255C,XIV,167329,167790,-,462
YNL254C,XIV,168043,169248,-,1206
YNL253W,XIV,170018,171286,+,1269
YNL252C,XIV,171441,172286,-,846
YNL251C,XIV,172588,174315,-,1728
YNL250W,XIV,175410,179348,+,3939
YNL249C,XIV,179394,181022,-,1629
YNL248C,XIV,181361,182608,-,1248
YNL247W,XIV,182875,185178,+,2304
YNL246W,XIV;XIV,185460;185587,185491;186349,+;+,795
YNL245C,XIV,186346,186885,-,540
YNL244C,XIV,187170,187496,-,327
YNL243W,XIV,188051,190957,+,2907
YNL242W,XIV,191324,196102,+,4779
YNL241C,XIV,196426,197943,-,1518
YNL240C,XIV,198502,199977,-,1476
YNL239W,XIV,200569,201933,+,1365
YNL238W,XIV,202428,204872,+,2445
YNL237W,XIV,205188,206567,+,1380
YNL236W,XIV,206930,209854,+,2925
YNL235C,XIV,209548,209979,-,432
YNL234W,XIV,210233,211513,+,1281
YNL233W,XIV,211922,214600,+,2679
YNL232W,XIV,214923,215801,+,879
YNL231C,XIV,215987,217042,-,1056
YNL230C,XIV,217523,218662,-,1140
YNL229C,XIV,219137,220201,-,1065
YNL228W,XIV,220645,221421,+,777
YNL227C,XIV,220659,222431,-,1773
YNL226W,XIV,222239,222649,+,411
YNL225C,XIV,222724,224469,-,1746
YNL224C,XIV,224796,227099,-,2304
YNL223W,XIV,227370,228854,+,1485
YNL222W,XIV,229094,229714,+,621
snR19,XIV,230105,230672,-,568
YNL221C,XIV,231068,233695,-,2628
YNL220W,XIV,234413,235714,+,1302
YNL219C,XIV,235996,237663,-,1668
YNL218W,XIV,238238,240001,+,1764
YNL217W,XIV,240331,241311,+,981
YNL216W,XIV,241689,244172,+,2484
YNL215W,XIV,244468,245430,+,963
YNL214W,XIV,245617,246216,+,600
YNL213C,XIV,246460,247104,-,645
YNL212W,XIV,247461,249809,+,2349
YNL211C,XIV,250055,250315,-,261
YNL210W,XIV,250931,251743,+,813
YNL209W,XIV,252059,253900,+,1842
YNL208W,XIV,254418,255017,+,600
YNL207W,XIV,255353,256630,+,1278
YNL206C,XIV,256788,258155,-,1368
YNL205C,XIV,258155,258577,-,423
YNL204C,XIV,258375,259277,-,903
YNL203C,XIV,259439,260050,-,612
YNL202W,XIV,259578,260456,+,879
YNL201C,XIV,260627,263203,-,2577
YNL200C,XIV,263713,264453,-,741
YNL199C,XIV,264926,266530,-,1605
YNL198C,XIV,266514,266816,-,303
YNL197C,XIV,267608,269593,-,1986
YNL196C,XIV,270275,271171,-,897
YNL195C,XIV,271523,272308,-,786
YNL194C,XIV,272710,273615,-,906
YNL193W,XIV,274368,276044,+,1677
YNL192W,XIV,276502,279897,+,3396
YNL191W,XIV,280432,281505,+,1074
YNL190W,XIV,282395,283009,+,615
YNL189W,XIV,284260,285888,+,1629
YNL188W,XIV,286308,287609,+,1302
YNL187W,XIV,287994,289067,+,1074
YNL186W,XIV,289498,291876,+,2379
YNL185C,XIV,292193,292669,-,477
YNL184C,XIV,292557,292883,-,327
YNL183C,XIV,293137,295509,-,2373
YNL182C,XIV,295960,297627,-,1668
YNL181W,XIV,298335,299558,+,1224
YNL180C,XIV,299654,300649,-,996
YNL179C,XIV,300666,301103,-,438
YNL178W,XIV,302680,303402,+,723
YNL177C,XIV,303686,304615,-,930
YNL176C,XIV,305070,306980,-,1911
YNL175C,XIV,307401,308612,-,1212
YNL174W,XIV,308074,308646,+,573
YNL173C,XIV,308957,310057,-,1101
YNL172W,XIV,310636,315882,+,5247
YNL171C,XIV,315629,315997,-,369
YNL170W,XIV,315978,316373,+,396
YNL169C,XIV,316169,317671,-,1503
YNL168C,XIV,318030,318809,-,780
YNL167C,XIV,319416,321359,-,1944
YNL166C,XIV,322219,323565,-,1347
YNL165W,XIV,323832,325052,+,1221
YNL164C,XIV,325265,326320,-,1056
YNL163C,XIV,326741,330073,-,3333
YNL162W-A,XIV,330329,330547,+,219
YNL162W,XIV;XIV,331322;331838,331325;332154,+;+,321
YNL161W,XIV,332597,334867,+,2271
YNL160W,XIV,336545,337609,+,1065
YNL159C,XIV,338478,339347,-,870
YNL158W,XIV,339612,340208,+,597
YNL157W,XIV,340352,340858,+,507
YNL156C,XIV,341069,341968,-,900
YNL155W,XIV,342516,343340,+,825
YNL154C,XIV,343636,345276,-,1641
YNL153C,XIV,345669,346058,-,390
YNL152W,XIV,346313,347542,+,1230
YNL151C,XIV,347766,348521,-,756
YNL150W,XIV,349251,349658,+,408
YNL149C,XIV,349367,349756,-,390
YNL148C,XIV,349907,350671,-,765
YNL147W,XIV;XIV,350940;351054,350957;351383,+;+,348
YNL146C-A,XIV,351386,351580,-,195
YNL146W,XIV,351715,352017,+,303
YNL145W,XIV,352414,352530,+,117
YNL144C,XIV,352820,355042,-,2223
YNL144W-A,XIV,353061,353144,+,84
YNL143C,XIV,356794,357186,-,393
YNL142W,XIV,357453,358952,+,1500
YNL141W,XIV,359596,360639,+,1044
YNL140C,XIV,360917,361486,-,570
YNL139C,XIV,360924,365717,-,4794
YNL138W-A,XIV;XIV,366033;366158,366035;366412,+;+,258
YNL138W,XIV,366741,368321,+,1581
YNL137C,XIV,368595,370055,-,1461
YNL136W,XIV,370368,371645,+,1278
YNL135C,XIV,371882,372226,-,345
YNL134C,XIV,372451,373581,-,1131
YNL133C,XIV,374171,374692,-,522
tF(GAA)N,XIV;XIV,374869;374924,374905;374959,+;+,73
YNL132W,XIV,375321,378491,+,3171
YNL131W,XIV,378767,379225,+,459
YNL130C,XIV;XIV,379558;380782,380689;380831,-;-,1182
YNL130C-A,XIV,381245,381391,-,147
YNL129W,XIV,381480,382202,+,723
YNL128W,XIV,382359,383663,+,1305
YNL127W,XIV,383987,386848,+,2862
YNL126W,XIV,387227,389767,+,2541
YNL125C,XIV,390146,392167,-,2022
YNL124W,XIV,392892,394370,+,1479
YNL123W,XIV,394685,397678,+,2994
YNL122C,XIV,398023,398370,-,348
YNL121C,XIV,398684,400537,-,1854
YNL120C,XIV,401033,401518,-,486
YNL119W,XIV,401040,402521,+,1482
YNL118C,XIV,402652,405564,-,2913
YNL117W,XIV,406358,408022,+,1665
YNL116W,XIV,408341,409909,+,1569
YNL115C,XIV,410119,412053,-,1935
YNL114C,XIV,412684,413055,-,372
YNL113W,XIV,412771,413199,+,429
YNL112W,XIV;XIV,413639;415914,414911;416281,+;+,1641
YNL111C,XIV,416940,417302,-,363
YNL110C,XIV,417826,418488,-,663
YNL109W,XIV,418964,419509,+,546
YNL108C,XIV,419014,419826,-,813
YNL107W,XIV,420098,420778,+,681
YNL106C,XIV,420944,424495,-,3552
YNL105W,XIV,424155,424583,+,429
YNL104C,XIV,424895,426754,-,1860
YNL103W-A,XIV,426719,426808,+,90
YNL103W,XIV,427735,429753,+,2019
YNL102W,XIV,430087,434493,+,4407
YNL101W,XIV,434999,437140,+,2142
YNL100W,XIV,437613,438317,+,705
YNL099C,XIV,438567,439283,-,717
YNL098C,XIV,439602,440570,-,969
YNL097C-B,XIV,440797,440919,-,123
YNL097C,XIV,441366,442358,-,993
YNL097W-A,XIV,441431,441586,+,156
tL(CAA)N,XIV;XIV,443006;443076,443043;443119,+;+,82
YNL096C,XIV;XIV,443398;444172,443826;444315,-;-,573
YNL095C,XIV,444912,446840,-,1929
YNL094W,XIV,447611,449374,+,1764
YNL093W,XIV,449868,450530,+,663
YNL092W,XIV,450871,452073,+,1203
YNL091W,XIV,452408,456130,+,3723
YNL090W,XIV,456565,457143,+,579
YNL089C,XIV,456693,457169,-,477
YNL088W,XIV,457704,461990,+,4287
YNL087W,XIV,462411,465947,+,3537
YNL086W,XIV,466334,466642,+,309
YNL085W,XIV,467131,469623,+,2493
YNL084C,XIV,470053,471102,-,1050
YNL083W,XIV,471377,472861,+,1485
YNL082W,XIV,473391,476012,+,2622
YNL081C,XIV,476188,476619,-,432
YNL080C,XIV,476932,478032,-,1101
YNL079C,XIV,478566,479165,-,600
YNL078W,XIV,479768,480991,+,1224
YNL077W,XIV,481391,482977,+,1587
YNL076W,XIV,483556,485310,+,1755
YNL075W,XIV,485607,486479,+,873
YNL074C,XIV,486766,488124,-,1359
YNL073W,XIV,488386,490116,+,1731
YNL072W,XIV,490317,491240,+,924
YNL071W,XIV,491523,492971,+,1449
YNL070W,XIV,493366,493548,+,183
YNL069C,XIV;XIV,493956;494974,494524;495001,-;-,597
YNL068C,XIV,495701,498289,-,2589
YNL067W-A,XIV,498538,498684,+,147
YNL067W-B,XIV,499417,499557,+,141
YNL067W,XIV,499681,500256,+,576
YNL066W,XIV,501515,502777,+,1263
YNL065W,XIV,503724,505484,+,1761
YNL064C,XIV,505868,507097,-,1230
YNL063W,XIV,507758,508702,+,945
YNL062C,XIV,508776,510212,-,1437
YNL061W,XIV,510540,512396,+,1857
YNL059C,XIV,512668,514935,-,2268
YNL058C,XIV,515763,516713,-,951
YNL057W,XIV,516403,516735,+,333
YNL056W,XIV,517249,517842,+,594
YNL055C,XIV,517994,518845,-,852
tD(GUC)N,XIV,519099,519169,-,71
YNL054W-A,XIV,519456,520778,+,1323
YNL054W-B,XIV;XIV,519456;520762,520760;524706,+;+,5250
YNL054W,XIV,526086,529583,+,3498
YNL053W,XIV,529942,531411,+,1470
YNL052W,XIV,531725,532186,+,462
YNL051W,XIV,532659,533870,+,1212
YNL050C,XIV;XIV,534079;534966,534874;534982,-;-,813
YNL049C,XIV,535281,537911,-,2631
YNL048W,XIV,538173,539819,+,1647
YNL047C,XIV,539911,541881,-,1971
YNL046W,XIV,542304,542822,+,519
YNL045W,XIV,542963,544978,+,2016
YNL044W,XIV;XIV,545268;545371,545291;545877,+;+,531
YNL043C,XIV,545589,545909,-,321
tP(UGG)N1,XIV;XIV,547094;547161,547129;547196,+;+,72
YNL042W-B,XIV,547113,547370,+,258
YNL042W,XIV,548100,549290,+,1191
YNL041C,XIV,549468,551987,-,2520
YNL040W,XIV,553380,554750,+,1371
YNL039W,XIV,555048,556832,+,1785
YNL038W,XIV;XIV,557020;557685,557610;557783,+;+,690
YNL037C,XIV,557920,559002,-,1083
YNL036W,XIV,559814,560479,+,666
tT(AGU)N2,XIV,560693,560765,-,73
tP(UGG)N2,XIV;XIV,568115;568182,568150;568217,+;+,72
YNL035C,XIV,568522,569691,-,1170
tI(AAU)N1,XIV,569867,569940,-,74
YNL034W,XIV,570477,572315,+,1839
YNL033W,XIV,572999,573853,+,855
YNL032W,XIV,574506,575351,+,846
YNL031C,XIV,575640,576050,-,411
YNL030W,XIV,576727,577038,+,312
YNL029C,XIV,577205,578773,-,1569
YNL028W,XIV,578679,578996,+,318
YNL027W,XIV,579580,581616,+,2037
YNL026W,XIV,581920,583374,+,1455
YNL025C,XIV,584320,585291,-,972
NME1,XIV,585587,585926,+,340
snR66,XIV,586090,586175,+,86
YNL024C-A,XIV,586602,586820,-,219
YNL024C,XIV,587107,587847,-,741
YNL023C,XIV,588263,591160,-,2898
YNL022C,XIV,591427,592899,-,1473
YNL021W,XIV,593227,595347,+,2121
YNL020C,XIV,595623,597539,-,1917
YNL019C,XIV,598376,599230,-,855
YNL018C,XIV,599936,601774,-,1839
YNL017C,XIV,602138,602476,-,339
tI(AAU)N2,XIV,602312,602385,+,74
YNL016W,XIV,602907,604268,+,1362
YNL015W,XIV,605384,605611,+,228
YNL014W,XIV,606319,609453,+,3135
YNL013C,XIV,609133,609510,-,378
YNL012W,XIV;XIV,609686;609875,609790;611665,+;+,1896
YNL011C,XIV,611836,613170,-,1335
YNL010W,XIV,613635,614360,+,726
YNL009W,XIV,614821,616083,+,1263
YNL008C,XIV,616211,618241,-,2031
YNL007C,XIV,618507,619565,-,1059
YNL006W,XIV,620067,620978,+,912
YNL005C,XIV,621313,622428,-,1116
YNL004W,XIV;XIV,622915;623287,622944;624621,+;+,1365
YNL003C,XIV,624975,625829,-,855
YNL002C,XIV,626174,627142,-,969
YNL001W,XIV,627456,628616,+,1161
YNR001C,XIV,629622,631061,-,1440
YNR001W-A,XIV,631263,631481,+,219
tP(AGG)N,XIV,631846,631917,-,72
tN(GUU)N2,XIV,632599,632672,+,74
YNR002C,XIV,633008,633856,-,849
YNR003C,XIV,634344,635297,-,954
YNR003W-A,XIV,634420,634518,+,99
YNR004W,XIV,635943,636383,+,441
YNR005C,XIV,636931,637335,-,405
YNR006W,XIV,636986,638854,+,1869
YNR007C,XIV,639182,640114,-,933
YNR008W,XIV,640396,642381,+,1986
YNR009W,XIV,642690,643439,+,750
YNR010W,XIV,643744,644193,+,450
YNR011C,XIV,644320,646950,-,2631
YNR012W,XIV,647432,648937,+,1506
YNR013C,XIV,649028,651712,-,2685
YNR014W,XIV,652465,653103,+,639
YNR015W,XIV,653387,654541,+,1155
YNR016C,XIV,654673,661374,-,6702
YNR017W,XIV,662913,663581,+,669
YNR018W,XIV,664270,664944,+,675
YNR019W,XIV,665339,667267,+,1929
YNR020C,XIV,667410,668222,-,813
YNR021W,XIV,668377,669591,+,1215
YNR022C,XIV,669774,670193,-,420
YNR023W,XIV,670418,672118,+,1701
YNR024W,XIV,672409,672969,+,561
YNR025C,XIV,672702,673061,-,360
YNR026C,XIV,673274,674689,-,1416
YNR027W,XIV,674923,675876,+,954
YNR028W,XIV,676177,677103,+,927
YNR029C,XIV,677199,678488,-,1290
YNR030W,XIV,678799,680454,+,1656
YNR031C,XIV,680694,685433,-,4740
YNR032W,XIV,686010,687116,+,1107
YNR032C-A,XIV,687243,687464,-,222
YNR033W,XIV,687635,689998,+,2364
YNR034W,XIV,690321,691286,+,966
YNR034W-A,XIV,692561,692857,+,297
YNR035C,XIV,693019,694047,-,1029
YNR036C,XIV,694361,694822,-,462
YNR037C,XIV,695052,695327,-,276
YNR038W,XIV,695595,697484,+,1890
YNR039C,XIV,697614,699431,-,1818
YNR040W,XIV,699690,700460,+,771
YNR041C,XIV,700541,701659,-,1119
YNR042W,XIV,701238,701666,+,429
YNR043W,XIV,701895,703085,+,1191
YNR044W,XIV,703699,705876,+,2178
YNR045W,XIV,706139,707608,+,1470
YNR046W,XIV,707788,708195,+,408
YNR047W,XIV,708523,711204,+,2682
YNR048W,XIV,711630,712811,+,1182
YNR049C,XIV,713023,713655,-,633
YNR050C,XIV,714048,715388,-,1341
snR49,XIV,716120,716284,+,165
YNR051C,XIV,716780,718327,-,1548
YNR052C,XIV,719346,720647,-,1302
YNR053C,XIV;XIV,721120;722303,721770;723112,-;-,1461
snR191,XIV,721938,722211,-,274
YNR054C,XIV,723356,724306,-,951
tL(UAA)N,XIV,726134,726217,-,84
YNR055C,XIV,728426,730186,-,1761
YNR056C,XIV,731618,733303,-,1686
YNR057C,XIV,733356,734069,-,714
YNR058W,XIV,734291,735733,+,1443
YNR059W,XIV,736803,738545,+,1743
YNR060W,XIV,739951,742110,+,2160
YNR061C,XIV,742881,743540,-,660
YNR062C,XIV,744360,745343,-,984
YNR063W,XIV,746943,748766,+,1824
YNR064C,XIV,749136,750008,-,873
YNR065C,XIV,750350,753700,-,3351
YNR066C,XIV,753725,755035,-,1311
YNR067C,XIV,755746,759099,-,3354
YNR068C,XIV,760067,760885,-,819
YNR069C,XIV,761123,762592,-,1470
YNR070W,XIV,765375,769376,+,4002
YNR071C,XIV,770440,771468,-,1029
YNR072W,XIV,772657,774351,+,1695
YNR073C,XIV,774792,776300,-,1509
YNR074C,XIV,777602,778738,-,1137
YNR075W,XIV,779916,781040,+,1125
YNR075C-A,XIV,781511,781603,-,93
YNR076W,XIV,781918,782280,+,363
YNR077C,XIV,783287,783541,-,255
YJL225C,X;X,466;4970,4581;6130,-;-,5277
YJL225W-A,X,829,1311,+,483
YJL223C,X,8776,9138,-,363
YJL222W-B,X,9346,9483,+,138
YJL222W-A,X,9452,9679,+,228
YJL222W,X,11475,16124,+,4650
YJL221C,X,16767,18536,-,1770
YJL220W,X,18243,18695,+,453
YJL219W,X,19497,21200,+,1704
YJL218W,X,21973,22563,+,591
YJL217W,X,23133,23729,+,597
YJL216C,X,24341,26086,-,1746
YJL215C,X,26412,26771,-,360
YJL214W,X,26887,28596,+,1710
YJL213W,X,32163,33158,+,996
YJL212C,X,33850,36249,-,2400
YJL211C,X,36757,37200,-,444
YJL210W,X,36919,37734,+,816
YJL209W,X,38005,39969,+,1965
YJL208C,X,40194,41183,-,990
YJL207C,X,41389,47433,-,6045
YJL206C,X,47659,49935,-,2277
YJL205C,X;X,50139;50412,50268;50443,-;-,162
YJL204C,X,50629,53151,-,2523
YJL203W,X,53341,54183,+,843
YJL202C,X,53943,54290,-,348
YJL201W,X,54379,56178,+,1800
YJL200C,X,56444,58813,-,2370
tT(AGU)J,X,59100,59172,-,73
YJL199C,X,59856,60182,-,327
YJL198W,X,60844,63489,+,2646
YJL197W,X,63805,67569,+,3765
YJL197C-A,X,65805,66086,-,282
YJL196C,X,67850,68782,-,933
YJL195C,X,69241,69942,-,702
YJL194W,X,69338,70879,+,1542
YJL193W,X,71366,72574,+,1209
YJL192C,X,72710,73414,-,705
YJL191W,X;X,73787;74205,73796;74611,+;+,417
YJL190C,X,74910,75302,-,393
YJL189W,X;X,75933;76325,75938;76474,+;+,156
YJL188C,X,76202,76510,-,309
YJL187C,X,76803,79262,-,2460
YJL186W,X,80155,81915,+,1761
YJL185C,X,82095,82976,-,882
YJL184W,X,83448,83819,+,372
YJL183W,X,84068,85336,+,1269
YJL182C,X,85435,85752,-,318
YJL181W,X,85660,87495,+,1836
YJL180C,X,87583,88560,-,978
YJL179W,X,88787,89116,+,330
YJL178C,X,89282,90097,-,816
YJL177W,X;X,90786;91412,91094;91657,+;+,555
YJL176C,X,92053,94530,-,2478
YJL175W,X,94049,94561,+,513
YJL174W,X,95092,95922,+,831
YJL173C,X,96161,96529,-,369
YJL172W,X,97737,99467,+,1731
YJL171C,X,99704,100894,-,1191
YJL170C,X,101150,101779,-,630
YJL169W,X,102099,102467,+,369
YJL168C,X,102227,104428,-,2202
YJL167W,X,105014,106072,+,1059
YJL166W,X,106434,106718,+,285
YJL165C,X,106894,109461,-,2568
YJL164C,X,109966,111159,-,1194
YJL163C,X,111666,113333,-,1668
YJL162C,X,113878,115629,-,1752
tE(UUC)J,X,115939,116010,-,72
YJL161W,X,117245,117787,+,543
YJL160C,X,117962,118825,-,864
YJL159W,X,120449,121690,+,1242
YJL158C,X,122265,122948,-,684
YJL157C,X,123836,126328,-,2493
YJL156W-A,X,126604,126825,+,222
YJL156C,X,126853,128952,-,2100
YJL155C,X,129285,130643,-,1359
YJL154C,X,131101,133935,-,2835
YJL153C,X,134332,135933,-,1602
YJL152W,X,136174,136533,+,360
YJL151C,X,136372,136773,-,402
YJL150W,X,137123,137425,+,303
YJL149W,X,137379,139370,+,1992
snR128,X,139566,139691,-,126
snR190,X,139761,139950,-,190
YJL148W,X,140437,141138,+,702
YJL147C,X,141419,142567,-,1149
YJL146W,X,143292,144701,+,1410
